field_analysis_valid,rf_timestamp_utc,operating_frequency_mhz,channel_bandwidth_mhz,dl_rssi_dbm,ul_rssi_dbm,dl_snr_db,ul_snr_db,dl_mcs,ul_mcs,cu01_local_temp_avg_c,cu01_local_hum_avg_pct,cu01_local_press_hpa,sj01_local_temp_avg_c,sj01_local_hum_avg_pct,sj01_local_press_hpa,sj01_local_wind_speed_ms
1,2026-09-03T05:38:45+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,16.49,61.29,741.87,6.51,79.07,665.18,0.0
1,2026-09-03T05:43:46+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,16.43,61.43,741.84,6.55,78.51,665.07,0.0
1,2026-09-03T05:48:47+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,202.0,16.39,61.3,741.84,6.54,78.57,665.09,0.0
1,2026-09-03T05:53:47+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,16.36,61.8,741.86,6.49,78.6,665.05,0.0
1,2026-09-03T05:58:48+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,16.24,61.92,741.79,6.47,78.81,665.03,0.0
1,2026-09-03T06:03:48+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,203.0,16.24,62.13,741.74,6.71,77.49,664.99,0.0
1,2026-09-03T06:08:49+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,202.0,16.15,65.78,741.73,6.4,78.82,664.98,0.0
1,2026-09-03T06:13:50+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,203.0,16.17,62.39,741.62,6.48,78.23,664.96,0.0
1,2026-09-03T06:18:50+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,203.0,16.2,61.61,741.54,6.42,78.54,664.79,0.0
1,2026-09-03T06:23:51+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,16.14,61.05,741.52,6.49,78.07,664.7,0.0
1,2026-09-03T06:28:52+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,16.09,61.67,741.37,6.42,78.41,664.64,0.0
1,2026-09-03T06:33:52+00:00,7000.0,20.0,-74.0,-81.0,23.0,19.0,204.0,202.0,16.19,61.4,741.34,6.22,79.18,664.58,0.0
1,2026-09-03T06:38:53+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,16.22,61.27,741.32,6.29,78.91,664.57,0.0
1,2026-09-03T06:43:54+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,16.2,60.9,758.73,6.22,79.49,664.55,0.0
1,2026-09-03T06:48:54+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,16.2,60.61,741.27,6.35,78.78,664.53,0.0
1,2026-09-03T06:53:55+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,16.15,60.75,741.28,6.34,79.03,664.48,0.0
1,2026-09-03T06:58:56+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,16.17,60.93,741.27,6.31,78.84,664.48,0.0
1,2026-09-03T07:03:56+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,16.08,60.56,741.22,6.28,78.66,664.44,0.0
1,2026-09-03T07:08:57+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,16.02,60.62,741.19,6.45,77.62,664.37,0.0
1,2026-09-03T07:13:58+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,15.96,60.5,741.13,6.34,77.47,664.35,0.3
1,2026-09-03T07:18:58+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,15.92,60.08,741.13,6.3,77.68,664.33,0.0
1,2026-09-03T07:23:59+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,15.89,60.56,741.18,6.2,77.74,664.36,0.0
1,2026-09-03T07:29:00+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,15.78,61.12,741.16,6.24,77.49,664.37,0.0
1,2026-09-03T07:34:00+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,15.77,60.05,741.08,6.16,78.03,664.41,0.0
1,2026-09-03T07:39:01+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,15.62,60.79,740.83,6.28,77.21,664.4,0.0
1,2026-09-03T07:44:02+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,15.6,60.43,741.15,6.48,76.31,664.41,0.0
1,2026-09-03T07:49:02+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,15.66,59.64,741.12,6.59,75.17,664.37,0.0
1,2026-09-03T07:54:03+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,15.54,60.13,758.67,6.46,75.62,664.29,0.3
1,2026-09-03T07:59:04+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,15.52,62.9,741.07,6.4,75.91,664.33,0.0
1,2026-09-03T08:04:05+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,15.35,60.25,741.12,6.28,76.51,664.37,0.0
1,2026-09-03T08:09:05+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,15.25,59.68,741.05,6.47,75.95,664.23,0.2
1,2026-09-03T08:14:06+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,203.0,15.16,59.66,758.59,6.47,75.99,664.24,0.0
1,2026-09-03T08:19:07+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,15.12,59.56,741.01,6.18,77.05,664.24,0.0
1,2026-09-03T08:24:07+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,14.96,59.54,741.01,6.33,76.54,664.22,0.0
1,2026-09-03T08:29:08+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,14.88,59.74,740.9,6.57,75.42,664.23,0.0
1,2026-09-03T08:34:08+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,14.79,60.04,740.94,6.51,75.55,664.19,0.0
1,2026-09-03T08:39:09+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,14.57,60.9,740.97,6.43,75.77,664.22,0.0
1,2026-09-03T08:44:10+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,14.47,64.17,740.99,6.28,76.46,664.24,0.0
1,2026-09-03T08:49:10+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,14.46,60.94,740.98,6.19,76.96,664.21,0.0
1,2026-09-03T08:54:11+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,14.53,61.35,750.2,6.14,77.3,664.21,0.0
1,2026-09-03T08:59:12+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,14.56,61.26,741.03,6.33,76.39,664.14,0.0
1,2026-09-03T09:04:12+00:00,7000.0,20.0,-75.0,-81.0,23.0,18.0,204.0,202.0,14.5,61.27,741.08,6.38,76.04,664.2,0.0
1,2026-09-03T09:09:13+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,14.43,61.86,741.07,6.47,75.69,664.3,0.0
1,2026-09-03T09:14:14+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,14.42,61.89,741.1,6.21,76.41,664.36,0.0
1,2026-09-03T09:19:14+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,14.1,62.22,741.14,5.89,77.99,664.4,0.0
1,2026-09-03T09:24:15+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,203.0,13.99,62.41,741.26,5.88,78.17,664.4,0.0
1,2026-09-03T09:29:16+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.96,62.37,741.29,6.09,77.49,664.44,0.0
1,2026-09-03T09:34:16+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,13.99,62.99,741.3,6.21,77.12,664.42,0.0
1,2026-09-03T09:39:17+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,13.92,62.68,741.43,6.17,77.37,664.45,0.0
1,2026-09-03T09:44:18+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.86,62.61,741.44,6.17,77.45,664.46,0.3
1,2026-09-03T09:49:20+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.8,62.79,741.53,6.29,76.92,664.58,0.0
1,2026-09-03T09:54:21+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,13.71,62.95,741.48,6.33,76.65,664.56,0.0
1,2026-09-03T09:59:21+00:00,7000.0,20.0,-74.0,-80.0,24.0,19.0,204.0,203.0,13.57,62.39,741.51,6.27,77.07,664.53,0.3
1,2026-09-03T10:04:22+00:00,7000.0,20.0,-73.0,-80.0,24.0,18.0,204.0,203.0,13.69,65.39,741.57,6.33,77.02,664.55,0.0
1,2026-09-03T10:09:23+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,203.0,13.73,62.3,741.55,6.08,78.4,664.58,0.0
1,2026-09-03T10:14:24+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.65,62.35,741.53,6.23,77.79,664.56,0.0
1,2026-09-03T10:19:24+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.59,62.15,741.59,6.41,77.06,664.66,0.3
1,2026-09-03T10:24:25+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,13.47,62.46,741.59,6.48,76.62,664.63,0.2
1,2026-09-03T10:29:26+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.35,63.38,741.59,6.35,76.92,664.59,0.0
1,2026-09-03T10:34:26+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.39,61.92,741.56,6.27,77.12,664.57,0.0
1,2026-09-03T10:39:27+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,13.35,62.67,759.47,6.34,76.32,664.61,0.0
1,2026-09-03T10:44:28+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,13.35,62.72,741.68,6.5,75.32,664.7,0.5
1,2026-09-03T10:49:29+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.29,64.45,741.69,6.5,74.64,664.68,0.0
1,2026-09-03T10:54:29+00:00,7000.0,20.0,-74.0,-80.0,24.0,19.0,204.0,203.0,13.42,62.83,741.72,6.57,74.54,664.71,0.6
1,2026-09-03T10:59:30+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.46,62.34,759.47,6.76,73.66,664.72,0.0
1,2026-09-03T11:04:31+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,13.4,62.85,741.74,6.63,74.09,664.71,0.0
1,2026-09-03T11:09:32+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.33,62.49,741.87,6.37,75.16,664.74,0.0
1,2026-09-03T11:14:32+00:00,7000.0,20.0,-73.0,-80.0,24.0,18.0,204.0,203.0,13.3,62.35,741.96,6.46,74.76,664.8,0.0
1,2026-09-03T11:19:33+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.3,62.42,742.08,6.47,74.64,664.84,0.0
1,2026-09-03T11:24:34+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,13.3,63.04,742.12,6.58,74.15,664.88,0.0
1,2026-09-03T11:29:34+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,202.0,13.26,66.84,742.22,6.67,74.14,664.96,1.4
1,2026-09-03T11:34:35+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.29,63.26,742.2,6.77,74.07,665.04,0.4
1,2026-09-03T11:39:36+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,203.0,13.24,62.12,742.23,6.71,74.52,665.14,1.3
1,2026-09-03T11:44:37+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,202.0,13.17,62.76,742.29,6.59,75.7,665.12,0.3
1,2026-09-03T11:49:37+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,12.92,63.86,742.41,6.55,76.41,665.2,0.8
1,2026-09-03T11:54:38+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.09,63.15,742.41,6.72,75.76,665.24,0.0
1,2026-09-03T11:59:39+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.39,62.12,742.47,7.16,74.51,665.24,1.8
1,2026-09-03T12:04:39+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.42,61.65,742.48,7.41,74.03,665.3,1.1
1,2026-09-03T12:09:40+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.41,61.79,742.54,7.43,73.93,665.3,2.1
1,2026-09-03T12:14:41+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.42,61.88,742.52,7.41,74.39,665.34,2.8
1,2026-09-03T12:19:41+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,13.46,63.0,742.57,7.43,74.58,665.4,1.6
1,2026-09-03T12:24:42+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,13.5,63.48,742.62,7.47,74.93,665.42,2.3
1,2026-09-03T12:29:43+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,203.0,13.57,63.66,742.6,7.6,75.15,665.42,2.8
1,2026-09-03T12:34:43+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,202.0,13.66,63.91,742.61,7.73,74.64,665.47,2.1
1,2026-09-03T12:39:44+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,203.0,13.74,63.09,760.41,7.93,74.69,665.49,3.3
1,2026-09-03T12:44:45+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,13.67,63.01,742.63,8.04,74.08,665.49,1.8
1,2026-09-03T12:49:45+00:00,7000.0,20.0,-75.0,-81.0,23.0,18.0,204.0,203.0,13.92,62.38,742.6,8.26,73.39,665.51,1.7
1,2026-09-03T12:54:46+00:00,7000.0,20.0,-76.0,-80.0,22.0,19.0,204.0,203.0,14.2,62.13,742.53,8.46,72.47,665.52,1.7
1,2026-09-03T12:59:47+00:00,7000.0,20.0,-74.0,-80.0,23.0,20.0,204.0,202.0,14.34,61.75,742.56,8.75,70.97,665.57,1.5
1,2026-09-03T13:04:47+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,203.0,14.46,61.04,742.54,8.99,70.0,665.6,3.7
1,2026-09-03T13:09:48+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,14.69,61.2,742.58,9.34,66.92,665.64,3.1
1,2026-09-03T13:14:49+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,203.0,15.14,63.29,742.79,9.7,65.82,665.6,3.5
1,2026-09-03T13:19:49+00:00,7000.0,20.0,-75.0,-81.0,22.0,19.0,204.0,202.0,15.46,59.24,742.57,9.94,65.8,665.67,3.1
1,2026-09-03T13:24:50+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,203.0,15.93,58.12,742.58,9.97,65.61,665.74,2.5
1,2026-09-03T13:29:51+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,203.0,16.48,57.37,742.63,10.08,65.66,665.81,2.1
1,2026-09-03T13:34:52+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,16.79,59.91,742.59,10.23,65.67,665.79,3.8
1,2026-09-03T13:39:52+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,17.04,54.59,742.62,10.53,63.87,665.9,2.1
1,2026-09-03T13:44:53+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,203.0,17.47,53.23,742.61,10.7,63.82,665.93,3.5
1,2026-09-03T13:49:54+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,17.94,52.27,742.59,10.8,63.34,665.91,3.5
1,2026-09-03T13:54:54+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,203.0,18.39,50.98,742.53,11.02,62.18,665.95,3.8
1,2026-09-03T13:59:55+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,18.83,50.14,742.57,11.21,61.56,666.01,3.6
1,2026-09-03T14:04:56+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,202.0,19.11,49.12,742.59,11.39,59.84,665.99,4.5
1,2026-09-03T14:09:56+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,19.23,48.84,742.59,11.53,60.75,665.99,3.8
1,2026-09-03T14:14:57+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,202.0,19.7,47.9,742.54,11.52,60.07,666.0,5.3
1,2026-09-03T14:19:58+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,203.0,20.08,46.75,742.54,11.81,59.8,666.01,6.6
1,2026-09-03T14:24:58+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,20.21,45.67,759.46,11.59,59.33,665.95,5.2
1,2026-09-03T14:29:59+00:00,7000.0,20.0,-75.0,-81.0,23.0,17.0,204.0,203.0,20.46,45.94,742.48,11.72,58.27,665.91,6.4
1,2026-09-03T14:35:00+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,20.72,45.51,742.48,11.75,57.83,665.97,6.0
1,2026-09-03T14:45:03+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,21.52,52.31,742.41,12.56,54.19,665.89,9.4
1,2026-09-03T14:50:04+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,21.72,43.87,742.35,12.71,53.86,666.01,9.1
1,2026-09-03T14:55:05+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,21.93,42.59,742.23,12.45,53.74,665.95,7.6
1,2026-09-03T15:00:06+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,202.0,22.17,42.25,742.2,13.01,53.44,666.05,6.9
1,2026-09-03T15:05:06+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,22.83,41.3,742.23,13.42,52.71,666.09,6.0
1,2026-09-03T15:10:07+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,23.24,40.4,742.28,13.62,51.53,666.04,3.5
1,2026-09-03T15:15:09+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,203.0,23.82,38.55,742.22,13.3,53.05,665.91,9.7
1,2026-09-03T15:20:10+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,24.21,38.25,742.21,13.23,53.71,665.97,9.0
1,2026-09-03T15:25:10+00:00,7000.0,20.0,-74.0,-81.0,24.0,18.0,204.0,202.0,24.13,35.46,742.09,13.67,50.95,665.98,4.7
1,2026-09-03T15:30:12+00:00,7000.0,20.0,-75.0,-80.0,23.0,19.0,204.0,202.0,24.41,36.33,742.07,13.78,51.91,665.98,5.0
1,2026-09-03T15:40:13+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,202.0,24.82,36.35,741.94,13.88,51.1,665.86,7.3
1,2026-09-03T15:45:15+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.5,34.94,741.97,13.96,50.35,665.76,6.6
1,2026-09-03T15:50:15+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,25.84,35.14,741.92,13.34,52.83,665.85,7.4
1,2026-09-03T15:55:16+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.94,35.02,741.86,12.31,54.73,665.88,8.1
1,2026-09-03T16:00:17+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,25.34,34.83,741.81,12.83,52.62,665.65,8.1
1,2026-09-03T16:05:18+00:00,7000.0,20.0,-75.0,-80.0,23.0,18.0,204.0,202.0,25.46,34.57,741.83,12.37,53.45,665.79,4.1
1,2026-09-03T16:10:18+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,24.48,35.91,742.01,12.82,52.57,665.77,4.5
1,2026-09-03T16:15:19+00:00,7000.0,20.0,-75.0,-82.0,22.0,17.0,204.0,203.0,25.21,34.88,741.69,13.68,49.53,665.45,10.3
1,2026-09-03T16:20:20+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,203.0,24.96,34.91,741.73,13.39,49.76,665.74,11.0
1,2026-09-03T16:25:20+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.35,33.6,741.64,12.9,50.83,665.56,8.3
1,2026-09-03T16:30:23+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.58,32.91,741.58,14.0,47.62,665.46,10.5
1,2026-09-03T16:35:23+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.16,34.05,741.59,13.41,49.03,665.29,9.3
1,2026-09-03T16:40:24+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,25.8,33.44,741.4,13.67,49.55,665.39,10.9
1,2026-09-03T16:45:26+00:00,7000.0,20.0,-75.0,-81.0,23.0,18.0,204.0,202.0,25.76,33.82,741.36,13.89,48.04,665.56,8.2
1,2026-09-03T16:50:26+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,203.0,25.54,33.24,741.35,13.85,48.99,665.53,7.7
1,2026-09-03T16:55:27+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,25.24,35.11,741.31,13.92,47.76,665.2,11.6
1,2026-09-03T17:00:28+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,25.82,32.74,741.19,13.74,47.47,665.36,11.3
1,2026-09-03T17:05:29+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.81,32.46,741.14,13.35,49.0,665.46,8.3
1,2026-09-03T17:10:30+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,202.0,25.42,33.71,741.12,13.17,48.74,665.2,10.0
1,2026-09-03T17:15:30+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,202.0,25.27,33.81,741.09,13.54,48.59,665.4,7.2
1,2026-09-03T17:20:31+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,25.99,33.56,741.04,15.02,46.11,665.4,6.4
1,2026-09-03T17:25:32+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,26.58,31.96,740.9,14.2,46.89,665.16,7.4
1,2026-09-03T17:30:33+00:00,7000.0,20.0,-74.0,-81.0,23.0,18.0,204.0,202.0,26.95,36.9,740.95,14.17,46.46,665.11,10.5
1,2026-09-03T17:35:34+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,203.0,202.0,25.75,34.26,757.1,13.14,48.18,664.93,13.0
1,2026-09-03T17:40:34+00:00,7000.0,20.0,-74.0,-80.0,23.0,19.0,204.0,202.0,25.8,33.83,740.87,13.51,48.69,664.93,11.9
1,2026-09-03T17:45:35+00:00,7000.0,20.0,-75.0,-82.0,22.0,17.0,204.0,202.0,25.04,36.01,757.12,14.04,47.69,664.83,7.0
1,2026-09-03T17:50:36+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,24.38,37.1,740.86,14.01,48.36,664.93,10.5
1,2026-09-03T17:55:36+00:00,7000.0,20.0,-75.0,-81.0,22.0,17.0,204.0,202.0,24.37,42.6,740.83,13.23,48.24,664.86,8.1
1,2026-09-03T18:00:37+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,24.69,37.14,740.86,13.49,49.83,664.83,8.4
1,2026-09-03T18:05:38+00:00,7000.0,20.0,-76.0,-81.0,21.0,18.0,204.0,202.0,25.45,35.06,740.78,13.06,54.25,664.74,8.6
1,2026-09-03T18:10:38+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,24.93,36.25,740.73,12.81,57.24,664.72,10.2
1,2026-09-03T18:15:39+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,25.36,35.56,740.61,12.49,56.95,664.66,8.6
1,2026-09-03T18:20:40+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.87,34.59,756.72,12.35,57.95,664.74,9.5
1,2026-09-03T18:25:40+00:00,7000.0,20.0,-76.0,-80.0,22.0,19.0,204.0,202.0,26.19,35.31,740.39,12.33,58.78,664.7,10.5
1,2026-09-03T18:30:41+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,27.16,33.02,740.22,13.18,57.59,664.66,8.4
1,2026-09-03T18:35:42+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,26.64,33.54,740.15,14.69,50.36,664.64,8.2
1,2026-09-03T18:40:43+00:00,7000.0,20.0,-76.0,-80.0,22.0,19.0,204.0,202.0,26.84,32.89,740.06,14.05,51.72,664.53,10.3
1,2026-09-03T18:45:43+00:00,7000.0,20.0,-75.0,-81.0,23.0,18.0,204.0,202.0,26.83,32.78,739.97,14.43,50.25,664.53,7.2
1,2026-09-03T18:50:44+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,25.78,34.24,739.96,14.22,50.71,664.55,7.0
1,2026-09-03T18:55:45+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.37,35.41,740.0,15.71,46.74,664.38,5.8
1,2026-09-03T19:00:45+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,203.0,25.39,35.71,739.94,17.01,45.25,664.37,4.3
1,2026-09-03T19:10:47+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,202.0,25.57,35.33,739.87,13.4,54.24,664.27,8.4
1,2026-09-03T19:15:47+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,203.0,202.0,26.14,35.45,739.88,12.53,58.91,664.19,8.1
1,2026-09-03T19:20:48+00:00,7000.0,20.0,-76.0,-81.0,22.0,18.0,204.0,203.0,26.98,34.19,739.67,13.71,57.67,664.3,3.5
1,2026-09-03T19:25:49+00:00,7000.0,20.0,-75.0,-80.0,22.0,19.0,204.0,202.0,27.08,34.02,739.6,13.43,57.1,664.24,7.0
1,2026-09-03T19:30:50+00:00,7000.0,20.0,-76.0,-80.0,22.0,19.0,203.0,202.0,26.87,34.27,739.55,15.22,53.77,664.27,4.7
1,2026-09-03T19:35:50+00:00,7000.0,20.0,-75.0,-80.0,22.0,18.0,204.0,203.0,26.4,35.34,739.49,16.06,48.94,664.13,9.1
1,2026-09-03T19:40:51+00:00,7000.0,20.0,-74.0,-80.0,23.0,18.0,204.0,203.0,26.36,35.97,739.47,14.41,49.03,663.92,5.5
1,2026-09-03T19:45:52+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,203.0,26.85,34.22,739.36,16.47,46.16,664.0,6.5
1,2026-09-03T19:50:52+00:00,7000.0,20.0,-75.0,-81.0,22.0,18.0,204.0,202.0,26.72,34.72,739.35,14.61,48.91,663.82,7.0
